input 0, model gemma3:4b, multimodal True, temp 0, question_time 5.0179431438446045, answer /gpt-mission-planner/app/gpt_outputs/tmpqj3t0mk4, ret 5.364554405212402, answer /gpt-mission-planner/app/gpt_outputs/tmpsd_9yoga, ret 5.73991322517395, answer /gpt-mission-planner/app/gpt_outputs/tmp_08pj6tx, ret 5.761718034744263, answer /gpt-mission-planner/app/gpt_outputs/tmpsvlwd_0m, ret 1.2565727233886719, answer /gpt-mission-planner/app/gpt_outputs/tmphp2mr3f_, ret 1.0821406841278076, answer /gpt-mission-planner/app/gpt_outputs/tmprx3rfd2i, ret 0.9518718719482422, answer /gpt-mission-planner/app/gpt_outputs/tmpy6198nlf, ret 0.4638633728027344, answer /gpt-mission-planner/app/gpt_outputs/tmpctp9x8d8, ret 0.6822960376739502, answer /gpt-mission-planner/app/gpt_outputs/tmpdwb117l3, ret 0.6032845973968506, answer /gpt-mission-planner/app/gpt_outputs/tmpvgi08pp5, ret 0.8664243221282959, answer /gpt-mission-planner/app/gpt_outputs/tmpgrpwz_bk, succ False
input 6, model gemma3:4b, multimodal False, temp 0.5, question_time 8.709468126296997, answer /gpt-mission-planner/app/gpt_outputs/tmppusymfoy, ret 7.166464328765869, answer /gpt-mission-planner/app/gpt_outputs/tmp88pl4gbf, ret 7.0988476276397705, answer /gpt-mission-planner/app/gpt_outputs/tmp8uhlwf87, ret 7.186979055404663, answer /gpt-mission-planner/app/gpt_outputs/tmp__yg2p67, ret 7.397355794906616, answer /gpt-mission-planner/app/gpt_outputs/tmpiaisl97e, ret 7.222680330276489, answer /gpt-mission-planner/app/gpt_outputs/tmpfzaom__s, ret 7.3201258182525635, answer /gpt-mission-planner/app/gpt_outputs/tmpb5zdi0dr, ret 7.34235954284668, answer /gpt-mission-planner/app/gpt_outputs/tmpdo9arke9, ret 7.328802108764648, answer /gpt-mission-planner/app/gpt_outputs/tmpdu75fsdp, ret 7.356303453445435, answer /gpt-mission-planner/app/gpt_outputs/tmp7bdts446, ret 7.3424694538116455, answer /gpt-mission-planner/app/gpt_outputs/tmpe_z7sapo, succ False
input 7, model gemma3:4b, multimodal False, temp 0.5, question_time 5.761777877807617, answer /gpt-mission-planner/app/gpt_outputs/tmp8q59fhmh, ret 4.9005208015441895, answer /gpt-mission-planner/app/gpt_outputs/tmp3q5co21w, ret 4.40624737739563, answer /gpt-mission-planner/app/gpt_outputs/tmpsic9up6f, ret 4.562447786331177, answer /gpt-mission-planner/app/gpt_outputs/tmp3dcr79av, ret 5.048309803009033, answer /gpt-mission-planner/app/gpt_outputs/tmprg72nd5m, ret 5.193796396255493, answer /gpt-mission-planner/app/gpt_outputs/tmps9wqs2k3, ret 1.5367093086242676, answer /gpt-mission-planner/app/gpt_outputs/tmp2t106q57, ret 1.693171501159668, answer /gpt-mission-planner/app/gpt_outputs/tmpc24f_jqs, ret 1.7703583240509033, answer /gpt-mission-planner/app/gpt_outputs/tmptjqb3yjy, ret 1.0261249542236328, answer /gpt-mission-planner/app/gpt_outputs/tmphepretth, ret 1.3665766716003418, answer /gpt-mission-planner/app/gpt_outputs/tmp0pw4wqzn, succ False
input 8, model gemma3:4b, multimodal False, temp 0.5, question_time 9.346251249313354, answer /gpt-mission-planner/app/gpt_outputs/tmp8a3wuko7, ret 7.64385461807251, answer /gpt-mission-planner/app/gpt_outputs/tmpw03e27gg, ret 6.7071967124938965, answer /gpt-mission-planner/app/gpt_outputs/tmpntdo247v, ret 6.757521152496338, answer /gpt-mission-planner/app/gpt_outputs/tmpnvzm8t_3, ret 6.74324631690979, answer /gpt-mission-planner/app/gpt_outputs/tmpfe_u7ety, ret 6.766113758087158, answer /gpt-mission-planner/app/gpt_outputs/tmpwqyetseb, ret 6.805346488952637, answer /gpt-mission-planner/app/gpt_outputs/tmpgcp24xke, ret 6.668987989425659, answer /gpt-mission-planner/app/gpt_outputs/tmpggsp37c1, ret 6.6929309368133545, answer /gpt-mission-planner/app/gpt_outputs/tmpwu3q84hh, ret 7.054453611373901, answer /gpt-mission-planner/app/gpt_outputs/tmpcx8lbgfw, ret 7.131232500076294, answer /gpt-mission-planner/app/gpt_outputs/tmp_1fusten, succ False
input 9, model gemma3:4b, multimodal False, temp 0.5, question_time 3.9994876384735107, answer /gpt-mission-planner/app/gpt_outputs/tmpvq6kzs5b, ret 4.579182863235474, answer /gpt-mission-planner/app/gpt_outputs/tmpkn_d6t2n, ret 4.869537115097046, answer /gpt-mission-planner/app/gpt_outputs/tmp_7hpk528, ret 4.791887998580933, answer /gpt-mission-planner/app/gpt_outputs/tmp6w_c4ol0, ret 5.057224273681641, answer /gpt-mission-planner/app/gpt_outputs/tmpobcr0d31, ret 5.151442527770996, answer /gpt-mission-planner/app/gpt_outputs/tmptt29dd7j, ret 5.244481563568115, answer /gpt-mission-planner/app/gpt_outputs/tmpowgqkgh_, ret 5.365493059158325, answer /gpt-mission-planner/app/gpt_outputs/tmpqoce70dd, ret 5.543763160705566, answer /gpt-mission-planner/app/gpt_outputs/tmps5ugsap5, ret 4.9639787673950195, answer /gpt-mission-planner/app/gpt_outputs/tmpu48n86aq, ret 5.105076551437378, answer /gpt-mission-planner/app/gpt_outputs/tmpvovr35jb, succ False
input 10, model gemma3:4b, multimodal False, temp 0.5, question_time 3.5315349102020264, answer /gpt-mission-planner/app/gpt_outputs/tmp06de215x, ret 4.062924861907959, answer /gpt-mission-planner/app/gpt_outputs/tmpqclc01rh, ret 4.602761745452881, answer /gpt-mission-planner/app/gpt_outputs/tmpsyvtzt_7, ret 4.649492025375366, answer /gpt-mission-planner/app/gpt_outputs/tmp6jkajj4o, ret 4.898101329803467, answer /gpt-mission-planner/app/gpt_outputs/tmpi7cyt_k0, ret 5.041156053543091, answer /gpt-mission-planner/app/gpt_outputs/tmph3iri5wh, ret 4.8633081912994385, answer /gpt-mission-planner/app/gpt_outputs/tmpu3mnbobs, ret 4.939352750778198, answer /gpt-mission-planner/app/gpt_outputs/tmpc4d14doc, ret 5.044872522354126, answer /gpt-mission-planner/app/gpt_outputs/tmp7d5vqp6o, ret 5.162571907043457, answer /gpt-mission-planner/app/gpt_outputs/tmptvorn_sz, ret 5.167818784713745, answer /gpt-mission-planner/app/gpt_outputs/tmpdf6crlzf, succ False
input 0, model gemma3:4b, multimodal False, temp 0.75, question_time 6.799066543579102, answer /gpt-mission-planner/app/gpt_outputs/tmpo6ppkgh0, ret 5.189471960067749, answer /gpt-mission-planner/app/gpt_outputs/tmp_0zbhx1d, ret 5.1286163330078125, answer /gpt-mission-planner/app/gpt_outputs/tmpbnqm_kcg, ret 5.313857316970825, answer /gpt-mission-planner/app/gpt_outputs/tmp9y8rhoc8, ret 4.9734275341033936, answer /gpt-mission-planner/app/gpt_outputs/tmpshwov4s2, ret 2.0298311710357666, answer /gpt-mission-planner/app/gpt_outputs/tmpdf2jqgkh, ret 1.563244104385376, answer /gpt-mission-planner/app/gpt_outputs/tmpurtw1_wv, ret 1.288330316543579, answer /gpt-mission-planner/app/gpt_outputs/tmp47fwaqru, ret 1.161309003829956, answer /gpt-mission-planner/app/gpt_outputs/tmpiklb2paq, ret 1.389833927154541, answer /gpt-mission-planner/app/gpt_outputs/tmpkjotc73n, ret 1.2829816341400146, answer /gpt-mission-planner/app/gpt_outputs/tmpkv0vtbx6, succ False
input 1, model gemma3:4b, multimodal False, temp 0.75, question_time 11.369200229644775, answer /gpt-mission-planner/app/gpt_outputs/tmp1mzcb6f2, ret 34.852572202682495, answer /gpt-mission-planner/app/gpt_outputs/tmpr2jdks89, ret 1.9479753971099854, answer /gpt-mission-planner/app/gpt_outputs/tmp53pnrnkj, ret 1.1587426662445068, answer /gpt-mission-planner/app/gpt_outputs/tmpic5qp13w, ret 1.5698628425598145, answer /gpt-mission-planner/app/gpt_outputs/tmpfo9ahccw, ret 1.216390609741211, answer /gpt-mission-planner/app/gpt_outputs/tmpmlgv41ie, ret 1.564093828201294, answer /gpt-mission-planner/app/gpt_outputs/tmpe9am89ln, ret 1.6416575908660889, answer /gpt-mission-planner/app/gpt_outputs/tmpqpqhhupb, ret 1.7046692371368408, answer /gpt-mission-planner/app/gpt_outputs/tmp_utqzdgd, ret 1.463536024093628, answer /gpt-mission-planner/app/gpt_outputs/tmpeq47o6w4, ret 1.631375789642334, answer /gpt-mission-planner/app/gpt_outputs/tmpswn4gfoy, succ False
input 2, model gemma3:4b, multimodal False, temp 0.75, question_time 13.503422021865845, answer /gpt-mission-planner/app/gpt_outputs/tmpdgpuk0nx, ret 4.175086736679077, answer /gpt-mission-planner/app/gpt_outputs/tmpbsmho7d1, ret 3.4225757122039795, answer /gpt-mission-planner/app/gpt_outputs/tmpdy3f6nw4, ret 3.031794548034668, answer /gpt-mission-planner/app/gpt_outputs/tmpvvgw2rpy, ret 3.023298978805542, answer /gpt-mission-planner/app/gpt_outputs/tmp_22mojob, ret 3.2673661708831787, answer /gpt-mission-planner/app/gpt_outputs/tmp8iqo3cr6, ret 3.4556329250335693, answer /gpt-mission-planner/app/gpt_outputs/tmptsp7xuwh, ret 3.5078766345977783, answer /gpt-mission-planner/app/gpt_outputs/tmprziw9hju, ret 3.6503641605377197, answer /gpt-mission-planner/app/gpt_outputs/tmpt4lqp_p0, ret 3.1930058002471924, answer /gpt-mission-planner/app/gpt_outputs/tmp2hjxdcj8, ret 3.46127986907959, answer /gpt-mission-planner/app/gpt_outputs/tmp739ri6o4, succ False
input 3, model gemma3:4b, multimodal False, temp 0.75, question_time 3.3580400943756104, answer /gpt-mission-planner/app/gpt_outputs/tmp7xdmfoth, ret 4.098743438720703, answer /gpt-mission-planner/app/gpt_outputs/tmpp15rfhuh, ret 4.312051057815552, answer /gpt-mission-planner/app/gpt_outputs/tmpdu55xluw, ret 4.3362109661102295, answer /gpt-mission-planner/app/gpt_outputs/tmpqts_ysxo, ret 2.343276023864746, answer /gpt-mission-planner/app/gpt_outputs/tmpiwmrk3e_, ret 2.1445229053497314, answer /gpt-mission-planner/app/gpt_outputs/tmp2gfol0p8, ret 2.4558002948760986, answer /gpt-mission-planner/app/gpt_outputs/tmp6mxt_cl9, ret 2.419351816177368, answer /gpt-mission-planner/app/gpt_outputs/tmp_jc61xur, ret 2.374598741531372, answer /gpt-mission-planner/app/gpt_outputs/tmpbzvi8f_s, ret 2.359201669692993, answer /gpt-mission-planner/app/gpt_outputs/tmpvoawimo8, ret 2.414314031600952, answer /gpt-mission-planner/app/gpt_outputs/tmpbewc1qxa, succ False
input 4, model gemma3:4b, multimodal False, temp 0.75, question_time 6.768405914306641, answer /gpt-mission-planner/app/gpt_outputs/tmpjq9_9fol, ret 7.473292589187622, answer /gpt-mission-planner/app/gpt_outputs/tmpfj_hbsx1, ret 5.471849203109741, answer /gpt-mission-planner/app/gpt_outputs/tmpl2tonsld, ret 5.995891094207764, answer /gpt-mission-planner/app/gpt_outputs/tmp57_kkwbx, ret 5.465198755264282, answer /gpt-mission-planner/app/gpt_outputs/tmp2bpc7610, ret 5.913942813873291, answer /gpt-mission-planner/app/gpt_outputs/tmp0fwdt92z, ret 4.848416805267334, answer /gpt-mission-planner/app/gpt_outputs/tmpkuk04tf_, ret 3.592836380004883, answer /gpt-mission-planner/app/gpt_outputs/tmpbx4_bttz, ret 2.5124213695526123, answer /gpt-mission-planner/app/gpt_outputs/tmplbppyfz4, ret 2.0133185386657715, answer /gpt-mission-planner/app/gpt_outputs/tmpsd5bs8fs, ret 1.550133466720581, answer /gpt-mission-planner/app/gpt_outputs/tmpc1jlt4tn, succ False
input 5, model gemma3:4b, multimodal False, temp 0.75, question_time 6.212731599807739, answer /gpt-mission-planner/app/gpt_outputs/tmp0xys7_ys, ret 6.747164487838745, answer /gpt-mission-planner/app/gpt_outputs/tmpafcgi0dq, ret 2.334416151046753, answer /gpt-mission-planner/app/gpt_outputs/tmp16x9gtoj, ret 2.952421188354492, answer /gpt-mission-planner/app/gpt_outputs/tmpxzi4gv0j, ret 1.7783403396606445, answer /gpt-mission-planner/app/gpt_outputs/tmpfu2m6pix, ret 1.5812859535217285, answer /gpt-mission-planner/app/gpt_outputs/tmp43vyhwdc, ret 0.9136781692504883, answer /gpt-mission-planner/app/gpt_outputs/tmpi34__8_x, ret 2.2543678283691406, answer /gpt-mission-planner/app/gpt_outputs/tmpy86h9x_0, ret 1.51161789894104, answer /gpt-mission-planner/app/gpt_outputs/tmp96v5_dd1, ret 1.5600464344024658, answer /gpt-mission-planner/app/gpt_outputs/tmpv3rhqham, ret 1.5393340587615967, answer /gpt-mission-planner/app/gpt_outputs/tmpvq7ncc78, succ False
input 6, model gemma3:4b, multimodal False, temp 0.75, question_time 9.242627620697021, answer /gpt-mission-planner/app/gpt_outputs/tmp4_s4ia92, ret 9.96938180923462, answer /gpt-mission-planner/app/gpt_outputs/tmpk9nu_rd3, ret 9.183467864990234, answer /gpt-mission-planner/app/gpt_outputs/tmp6bxx0fow, ret 8.625096321105957, answer /gpt-mission-planner/app/gpt_outputs/tmp0zu6k98k, ret 3.15785551071167, answer /gpt-mission-planner/app/gpt_outputs/tmp3_w0zfzk, ret 3.0483827590942383, answer /gpt-mission-planner/app/gpt_outputs/tmp1yew82hs, ret 1.4508557319641113, answer /gpt-mission-planner/app/gpt_outputs/tmp8b3ugp70, ret 1.7162456512451172, answer /gpt-mission-planner/app/gpt_outputs/tmp14v2wtrc, ret 1.942960262298584, answer /gpt-mission-planner/app/gpt_outputs/tmptxd04vjr, ret 1.3170480728149414, answer /gpt-mission-planner/app/gpt_outputs/tmpjlaj0q31, ret 1.3075132369995117, answer /gpt-mission-planner/app/gpt_outputs/tmpgdzliex4, succ False
input 7, model gemma3:4b, multimodal False, temp 0.75, question_time 5.726754426956177, answer /gpt-mission-planner/app/gpt_outputs/tmpc95exjvy, ret 4.8405444622039795, answer /gpt-mission-planner/app/gpt_outputs/tmpl1z5jdnc, ret 5.208445310592651, answer /gpt-mission-planner/app/gpt_outputs/tmpf0bphh8q, ret 5.199250936508179, answer /gpt-mission-planner/app/gpt_outputs/tmpiw8ziwkn, ret 5.432964563369751, answer /gpt-mission-planner/app/gpt_outputs/tmpqths9fq1, ret 4.850842475891113, answer /gpt-mission-planner/app/gpt_outputs/tmp9b9ti8zr, ret 4.819146156311035, answer /gpt-mission-planner/app/gpt_outputs/tmpot4cjovt, ret 5.067461729049683, answer /gpt-mission-planner/app/gpt_outputs/tmpwutk7374, ret 5.107118606567383, answer /gpt-mission-planner/app/gpt_outputs/tmpkfzuyy3c, ret 5.150940895080566, answer /gpt-mission-planner/app/gpt_outputs/tmpuatdob7i, ret 5.16297173500061, answer /gpt-mission-planner/app/gpt_outputs/tmpdsu4y2jq, succ False
input 8, model gemma3:4b, multimodal False, temp 0.75, question_time 34.84138298034668, answer /gpt-mission-planner/app/gpt_outputs/tmpy9x4qkaq, ret 2.3685152530670166, answer /gpt-mission-planner/app/gpt_outputs/tmpa7vwx9qd, ret 1.1064224243164062, answer /gpt-mission-planner/app/gpt_outputs/tmp6qrjbtqn, ret 1.1262104511260986, answer /gpt-mission-planner/app/gpt_outputs/tmp_mn0ugox, ret 1.2713038921356201, answer /gpt-mission-planner/app/gpt_outputs/tmp1r90ruk1, ret 0.7213118076324463, answer /gpt-mission-planner/app/gpt_outputs/tmp9oqmnxik, ret 0.8578197956085205, answer /gpt-mission-planner/app/gpt_outputs/tmpxdkqrqqz, ret 0.883995532989502, answer /gpt-mission-planner/app/gpt_outputs/tmpad8potf1, ret 0.8463661670684814, answer /gpt-mission-planner/app/gpt_outputs/tmpq06gs20z, ret 0.7888689041137695, answer /gpt-mission-planner/app/gpt_outputs/tmpjydnbkmi, ret 0.7957072257995605, answer /gpt-mission-planner/app/gpt_outputs/tmpa8k34c5c, succ False
input 9, model gemma3:4b, multimodal False, temp 0.75, question_time 6.432739019393921, answer /gpt-mission-planner/app/gpt_outputs/tmp1lghh49u, ret 7.303078889846802, answer /gpt-mission-planner/app/gpt_outputs/tmpveveg5qf, ret 7.151195287704468, answer /gpt-mission-planner/app/gpt_outputs/tmp80dr9nq_, ret 7.264672040939331, answer /gpt-mission-planner/app/gpt_outputs/tmpzerjyef0, ret 7.529826641082764, answer /gpt-mission-planner/app/gpt_outputs/tmpsgawhcrk, ret 1.5791265964508057, answer /gpt-mission-planner/app/gpt_outputs/tmpcke0siht, ret 1.4640977382659912, answer /gpt-mission-planner/app/gpt_outputs/tmpjme574hk, ret 1.086273431777954, answer /gpt-mission-planner/app/gpt_outputs/tmp99j4e7hr, ret 0.9076263904571533, answer /gpt-mission-planner/app/gpt_outputs/tmpr3gn3l_g, ret 0.8095424175262451, answer /gpt-mission-planner/app/gpt_outputs/tmpyoywng92, ret 0.7345967292785645, answer /gpt-mission-planner/app/gpt_outputs/tmpjkzdf4g4, succ False
input 10, model gemma3:4b, multimodal False, temp 0.75, question_time 3.6903603076934814, answer /gpt-mission-planner/app/gpt_outputs/tmp4ylge6ao, ret 4.06714653968811, answer /gpt-mission-planner/app/gpt_outputs/tmpq_q32xdu, ret 4.426742076873779, answer /gpt-mission-planner/app/gpt_outputs/tmpcdb02_y4, ret 4.559478759765625, answer /gpt-mission-planner/app/gpt_outputs/tmpgqn1fb6c, ret 2.4534103870391846, answer /gpt-mission-planner/app/gpt_outputs/tmps74q_qn_, ret 2.241154909133911, answer /gpt-mission-planner/app/gpt_outputs/tmp454xrdv0, ret 1.7434422969818115, answer /gpt-mission-planner/app/gpt_outputs/tmpe2mvi_fa, ret 1.5828564167022705, answer /gpt-mission-planner/app/gpt_outputs/tmpifdi7c8w, ret 1.8390707969665527, answer /gpt-mission-planner/app/gpt_outputs/tmp6z0kunis, ret 1.6433165073394775, answer /gpt-mission-planner/app/gpt_outputs/tmpoq3ifbzh, ret 1.5873632431030273, answer /gpt-mission-planner/app/gpt_outputs/tmpoibwtb8r, succ False
input 0, model gemma3:4b, multimodal False, temp 1.0, question_time 6.676316738128662, answer /gpt-mission-planner/app/gpt_outputs/tmpa_4lgy8o, ret 5.454908847808838, answer /gpt-mission-planner/app/gpt_outputs/tmp1gmhela0, ret 5.038947820663452, answer /gpt-mission-planner/app/gpt_outputs/tmp986td_bq, ret 5.089995861053467, answer /gpt-mission-planner/app/gpt_outputs/tmp94u7wd3q, ret 4.700984239578247, answer /gpt-mission-planner/app/gpt_outputs/tmpyz9kn_h6, ret 5.094572305679321, answer /gpt-mission-planner/app/gpt_outputs/tmpcrzyaxb3, ret 5.025220632553101, answer /gpt-mission-planner/app/gpt_outputs/tmp_tv6sq27, ret 5.098507881164551, answer /gpt-mission-planner/app/gpt_outputs/tmp63adygjb, ret 5.091499328613281, answer /gpt-mission-planner/app/gpt_outputs/tmpu6igzza8, ret 4.9559056758880615, answer /gpt-mission-planner/app/gpt_outputs/tmpgdxxju0h, ret 5.179958343505859, answer /gpt-mission-planner/app/gpt_outputs/tmp_9e7a921, succ False
input 1, model gemma3:4b, multimodal False, temp 1.0, question_time 8.209354639053345, answer /gpt-mission-planner/app/gpt_outputs/tmpqfgq3i58, ret 6.395377159118652, answer /gpt-mission-planner/app/gpt_outputs/tmp9s9uu_zl, ret 6.30529522895813, answer /gpt-mission-planner/app/gpt_outputs/tmp7tay1szz, ret 6.527930974960327, answer /gpt-mission-planner/app/gpt_outputs/tmppu1pb88w, ret 6.323342800140381, answer /gpt-mission-planner/app/gpt_outputs/tmp9vqpoxh7, ret 6.420408010482788, answer /gpt-mission-planner/app/gpt_outputs/tmpki_fmgwo, ret 6.530309438705444, answer /gpt-mission-planner/app/gpt_outputs/tmp_lq7q3dc, ret 6.231166839599609, answer /gpt-mission-planner/app/gpt_outputs/tmpslm7euq4, ret 6.152377128601074, answer /gpt-mission-planner/app/gpt_outputs/tmp4tro1fc4, ret 6.079957485198975, answer /gpt-mission-planner/app/gpt_outputs/tmps17mylbo, ret 6.13477349281311, answer /gpt-mission-planner/app/gpt_outputs/tmp37gzd0xx, succ False
input 2, model gemma3:4b, multimodal False, temp 1.0, question_time 34.81238031387329, answer /gpt-mission-planner/app/gpt_outputs/tmpt9sln5sw, ret 2.4520175457000732, answer /gpt-mission-planner/app/gpt_outputs/tmp2okcgjs2, ret 1.1515076160430908, answer /gpt-mission-planner/app/gpt_outputs/tmpz4_mqztx, ret 1.7957348823547363, answer /gpt-mission-planner/app/gpt_outputs/tmpnbx2i_ap, ret 3.016305446624756, answer /gpt-mission-planner/app/gpt_outputs/tmp2xjg4lqq, ret 2.473151206970215, answer /gpt-mission-planner/app/gpt_outputs/tmp2ksex49u, ret 3.152031660079956, answer /gpt-mission-planner/app/gpt_outputs/tmp1ls9fgwk, ret 3.652461051940918, answer /gpt-mission-planner/app/gpt_outputs/tmp0w5yfx2g, ret 34.91706967353821, answer /gpt-mission-planner/app/gpt_outputs/tmpe_y_aook, ret 2.475951910018921, answer /gpt-mission-planner/app/gpt_outputs/tmp52coz85g, ret 1.4739949703216553, answer /gpt-mission-planner/app/gpt_outputs/tmp5xia_wxg, succ False
input 3, model gemma3:4b, multimodal False, temp 1.0, question_time 5.089738130569458, answer /gpt-mission-planner/app/gpt_outputs/tmp6rb_pcrk, ret 4.7322516441345215, answer /gpt-mission-planner/app/gpt_outputs/tmplwu_swea, ret 4.718432426452637, answer /gpt-mission-planner/app/gpt_outputs/tmpqnickkjq, ret 4.51262640953064, answer /gpt-mission-planner/app/gpt_outputs/tmp9zu9t7_i, ret 4.5941383838653564, answer /gpt-mission-planner/app/gpt_outputs/tmpjhzto7z4, ret 4.482411623001099, answer /gpt-mission-planner/app/gpt_outputs/tmp7ahj27ks, ret 4.571890354156494, answer /gpt-mission-planner/app/gpt_outputs/tmp8zxoeghx, ret 4.584423542022705, answer /gpt-mission-planner/app/gpt_outputs/tmp7f5_ubb4, ret 4.463867664337158, answer /gpt-mission-planner/app/gpt_outputs/tmpzg6oa1oa, ret 4.643373489379883, answer /gpt-mission-planner/app/gpt_outputs/tmp0ynl9b9t, ret 4.776069402694702, answer /gpt-mission-planner/app/gpt_outputs/tmpno2p_a47, succ False
input 4, model gemma3:4b, multimodal False, temp 1.0, question_time 3.9831535816192627, answer /gpt-mission-planner/app/gpt_outputs/tmpvuz3edr8, ret 5.014998912811279, answer /gpt-mission-planner/app/gpt_outputs/tmp9eqjdyn7, ret 4.542574167251587, answer /gpt-mission-planner/app/gpt_outputs/tmpcq1l68df, ret 4.33232855796814, answer /gpt-mission-planner/app/gpt_outputs/tmpc0a5utbm, ret 2.7200803756713867, answer /gpt-mission-planner/app/gpt_outputs/tmpm45c71qq, ret 2.839226722717285, answer /gpt-mission-planner/app/gpt_outputs/tmp4pg4q176, ret 2.1905789375305176, answer /gpt-mission-planner/app/gpt_outputs/tmpdh4p3kd4, ret 2.720909357070923, answer /gpt-mission-planner/app/gpt_outputs/tmpgjoo_mgc, ret 2.6438028812408447, answer /gpt-mission-planner/app/gpt_outputs/tmpf0bylyx9, ret 2.9182000160217285, answer /gpt-mission-planner/app/gpt_outputs/tmplwbsu4st, ret 2.78275728225708, answer /gpt-mission-planner/app/gpt_outputs/tmpwyw9mszu, succ False
input 5, model gemma3:4b, multimodal False, temp 1.0, question_time 5.674714088439941, answer /gpt-mission-planner/app/gpt_outputs/tmp6oitykdw, ret 6.495595693588257, answer /gpt-mission-planner/app/gpt_outputs/tmpx0zgnn5v, ret 6.486467123031616, answer /gpt-mission-planner/app/gpt_outputs/tmpfoqvmj13, ret 6.810299873352051, answer /gpt-mission-planner/app/gpt_outputs/tmp29q26b35, ret 1.8536090850830078, answer /gpt-mission-planner/app/gpt_outputs/tmp1ozwyfen, ret 1.4846727848052979, answer /gpt-mission-planner/app/gpt_outputs/tmpgdaa7do3, ret 1.3383433818817139, answer /gpt-mission-planner/app/gpt_outputs/tmp32xjfhgk, ret 0.90995192527771, answer /gpt-mission-planner/app/gpt_outputs/tmp4xpssfbx, ret 0.8728489875793457, answer /gpt-mission-planner/app/gpt_outputs/tmp9x37ejrw, ret 0.8192062377929688, answer /gpt-mission-planner/app/gpt_outputs/tmp619x71qm, ret 0.7958862781524658, answer /gpt-mission-planner/app/gpt_outputs/tmp1m4tx3oy, succ False
